sys-elec-fail-032	In flight, with one engine generator no longer supplying power and BUS TRANSFER in AUTO, what happens to the transfer buses?	BTBs automatically close so the remaining generator can supply both transfer buses through the tie bus/BTBs.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.3–6.20.4 (AC Power / Bus Tie System)		common systems
sys-elec-fail-033	If the airplane takes off with the APU powering both transfer buses and the APU is shut down or fails, what happens? How many times can this occur?	- Engine generators are automatically connected to their related AC transfer buses. - This occurs only once in flight and only in that circumstance.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.3 (AC Power System)		common systems verbatim format_bullets
sys-elec-swt-040	BUS TRANSFER switch — AUTO (guarded): what does it allow for AC and DC?	AC: BTBs operate automatically to maintain power to AC transfer buses from any operating generator or external power. DC: DC cross tie relay automatically provides normal or isolated operation as required.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (BUS TRANSFER switch)		common systems lights-switches verbatim format_bullets
sys-elec-swt-041	BUS TRANSFER switch — OFF: what does it do (AC + DC + TR3 input)?	AC: isolates AC transfer bus 1 from AC transfer bus 2 (if one IDG is supplying both). DC: DC cross tie relay opens to isolate DC bus 1 from DC bus 2. Also inhibits TR3 input from connecting to AC transfer bus 1.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (BUS TRANSFER switch OFF)		common systems lights-switches verbatim format_bullets
sys-elec-fail-050	What is the order of load shedding during single generator operation?	Sheds incrementally: (1) galleys and main bus on transfer bus 2; (2) galleys and main bus on transfer bus 1; (3) IFE buses.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.4 (Automatic Load Shedding – Engine Generators)		common systems verbatim format_bullets
sys-elec-fail-051	When source capacity returns to two-generator operation, what restores automatically and what requires CAB/UTIL reset?	IFE/PASS buses restore automatically. Galley and main bus power require CAB/UTIL switch reset (OFF then ON) to restore.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.4 (Automatic Load Shedding – Engine Generators)		common systems lights-switches verbatim format_bullets
sys-elec-fail-052	APU-only electrical power in flight: what is shed automatically (and what else if overload persists)?	All galley buses and main buses are automatically shed. If load still exceeds limits, both IFE buses are also automatically shed.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.4 (APU Automatic Load Shedding)		common systems verbatim format_bullets
sys-elec-fail-053	APU on the ground with overload sensed: what does the APU shed, and how can you attempt restoration?	Sheds galley buses and main buses until load is within limits. Restoration can be attempted by moving CAB/UTIL switch OFF then back ON.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.4 (APU Automatic Load Shedding)		common systems lights-switches verbatim format_bullets
sys-elec-psc-060	DC power system: what supplies 28V DC power under normal conditions?	Three transformer-rectifier (TR) units energized from the AC transfer buses supply 28V DC.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (DC Power System)		common systems verbatim
sys-elec-psc-061	TR units convert what to what?	Convert 115V AC to 28V DC.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Transformer Rectifier Units)		common systems verbatim
sys-elec-psc-062	Which AC transfer bus powers TR1 and TR2?	TR1 receives AC power from transfer bus 1. TR2 receives AC power from transfer bus 2.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Transformer Rectifier Units)		common systems verbatim
sys-elec-psc-063	TR3 normally receives AC power from which transfer bus, and what is its backup source (when BUS TRANSFER is AUTO)?	Normally from transfer bus 2, with backup AC power from transfer bus 1.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Transformer Rectifier Units)		common systems verbatim
sys-elec-psc-064	How many TRs are required to supply the total connected load?	Any two TRs are capable of supplying the total connected load.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Transformer Rectifier Units)		common systems
sys-elec-psc-065	Under normal conditions, how are DC bus 1, DC bus 2, and the DC standby buses powered? How are they connected to one another?	.TR1 and TR2 each power DC bus 1, DC bus 2, and the DC standby bus. They are connected via the cross bus tie relay; 	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (DC buses / cross bus tie relay)		common systems format_bullets
sys-elec-psc-066	Under normal conditions, what does TR3 power and what is its role?	TR3 powers the battery bus and serves as a backup power source for TR1 and TR2.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (DC buses / TR3)		common systems
sys-elec-fail-067	Under which two conditions does the cross bus tie relay open?	At glideslope capture during a flight director or autopilot ILS approach; and when the BUS TRANSFER switch is positioned to OFF.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Cross bus tie relay) + §6.10.4 (BUS TRANSFER OFF)		common systems verbatim format_bullets
sys-elec-ind-068	TR UNIT light: when does it illuminate in flight vs on the ground?	In flight: illuminates if: [TR1 OR  (TR2 AND TR3)]  has failed. On the ground: any TR fault causes the light to illuminate.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (TR UNIT light logic)		common systems lights-switches verbatim format_bullets
sys-elec-ind-070	ELEC light: what does it indicate on the ground and in-flight?	On the ground: indicates a fault exists in the DC power system or standby power system. In flight: ELEC light is inhibited.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (DC Power System)		common systems lights-switches verbatim format_bullets
sys-elec-psc-080	What is the chemistry and nominal voltage of the battery? Where is it located?	24V nickel-cadmium battery;  located in the electronics compartment.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Battery Power – Single Battery)		common systems verbatim format_bullets
sys-elec-psc-081	How long is the fully-charged battery capable of providing standby power?	Minimum of 30 minutes.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Battery Power – capacity)		common systems verbatim
sys-elec-psc-082	What is the battery voltage range?	22–30 volts.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Battery Power – voltage range)		common systems verbatim
sys-elec-fail-083	After loss of both generators, which DC buses does the battery power?	Battery bus; DC standby bus;Hot battery bus; Switched hot battery bus.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Battery Power – buses powered)		common systems verbatim format_bullets
sys-elec-psc-084	When is the Switched Hot Battery Bus powered?	Whenever the battery switch is ON.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Battery Power)		common systems lights-switches
sys-elec-psc-085	How is the Hot Battery Bus connected to the battery?	Directly.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.5 (Battery Power)		common systems
sys-elec-psc-090	What does the Standby Power System provide and when?	Provides 115V AC and 24V DC power to essential systems in the event of loss of all engine or APU-driven AC power.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby Power System – Normal Operation)		common systems verbatim
sys-elec-psc-091	What are the components (2) and buses (5) that comprise the Standby Power System	Static inverter;  main battery.; AC standby bus; DC standby bus; battery bus; hot battery bus; switched hot battery bus.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby Power System – components)		common systems format_bullets
sys-elec-psc-092	With both AC Transfer Buses powered by their generators and the guards down on the BAT and STANDBY POWER switches, what powers the following buses: AC Standby Bus; DC Standby Bus; Battery Bus; Hot Battery Bus; Switched Hot Battery Bus? 	In the Normal Standby Power System Configuration, what powers the following buses?  AC Standby Bus: AC Transfer Bus #1; DC Standby Bus: TR1, TR2, and TR3; Battery Bus: TR3; Hot Battery Bus: Battery and/or Battery Charger; Switched Hot Battery Bus: Battery and/or Battery Charger. 	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby Power System – normal conditions)		common systems special-formatting
sys-elec-fail-093	With the loss of all AC generators and the guards down on the BATTERY  and STANDBY POWER switches, what powers the following buses: AC Standby Bus; DC Standby Bus; Battery Bus; Hot Battery Bus; Switched Hot Battery Bus? 	With the loss of all AC generators and the guards down on the BATTERY  and STANDBY POWER switches, what powers the following buses: AC Standby Bus: Battery via static inverter; DC Standby Bus: battery; Battery Bus: battery; Hot Battery Bus: battery; Switched Hot Battery Bus: battery? 	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby Power System – alternate operation)		common systems special-formatting
sys-elec-swt-094	Standby power switch — AUTO: when does automatic switching from normal to alternate occur?	If power from either AC transfer bus 1 or DC bus 1 is lost.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby power switch – AUTO logic)		common systems lights-switches verbatim
sys-elec-swt-095	Standby power switch — BAT: what does it do (and what happens if BAT switch is OFF)?	Overrides automatic switching and places AC standby bus, DC standby bus, and battery bus on battery power. Battery switch may be ON or OFF; if battery switch is OFF, the switched hot battery bus is not powered.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby power switch – BAT)		common systems lights-switches verbatim
sys-elec-swt-096	Standby power switch — OFF: what happens?	De-energizes AC standby bus and DC standby bus and illuminates the STANDBY PWR OFF light.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6 (Standby power switch – OFF)		common systems lights-switches verbatim
sys-elec-psc-097	What does the Static Inverter do?	Converts 24V DC from the battery to 115V AC to supply the AC standby bus during loss of normal electrical power.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6–6.20.6 (Static Inverter)		common systems verbatim
sys-elec-psc-098	What controls the Static Inverter's power supply?	The standby power switch and the battery switch on the overhead panel.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.20.6–6.20.6 (Static Inverter)		common systems verbatim
sys-elec-swt-110	What does the GROUND SERVICE do?	Connects/disconnects external power to the ground service buses without activating AC transfer buses.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.5 (Ground Service Switch)		common systems lights-switches
sys-elec-swt-120	What AC indications are provided on the AC/DC metering pane?	Voltage, Current, and Frequency of the selected AC source.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.2 (AC and DC Metering Panel)		common systems lights-switches
sys-elec-swt-121	What DC indications are provided on the AC/DC metering pane?	Voltage and Current of the selected DC source.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.2 (AC and DC Metering Panel)		common systems lights-switches
sys-elec-ind-130	What does the GRD POWER AVAILABLE light mean?	Ground power is connected and meets airplane power quality standards.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (GRD POWER AVAILABLE light)		common systems lights-switches verbatim
sys-elec-swt-131	What does the OFF position of the GRD PWR switch do?	Disconnects ground power from the AC transfer buses.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (GRD PWR switch)		common systems lights-switches verbatim
sys-elec-swt-132	What happens when the GRD PWR switch is  moved to ON (with ground power available)?	Removes previously connected power from AC transfer buses, then connects ground power to the AC transfer buses (if power quality is correct).	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (GRD PWR switch ON)		common systems lights-switches verbatim
sys-elec-ind-133	What does the TRANSFER BUS OFF light indicate?	The related AC transfer bus is not powered.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (TRANSFER BUS OFF lights)		common systems lights-switches verbatim
sys-elec-ind-134	What does the SOURCE OFF light indicate?	No source has been manually selected to power the related AC transfer bus, or the manually selected source has been disconnected.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (SOURCE OFF lights)		common systems lights-switches verbatim
sys-elec-ind-135	"What does the GEN OFF BUS light indicaet""?"	IDG is not supplying power to the related AC transfer bus.	B737 Aircraft Systems Manual (Electrical)	Ch 6 §6.10.4 (GEN OFF BUS lights)		common systems lights-switches verbatim
